                                     Moon                                     
     
            Topocentric Physical Ephemeris: Illumination Parameters           
     
                         David Rittenhouse Laboratory                         
                Location:  W 75°11'20.4", N39°57'08.1",    12m                
                  (Longitude referred to Greenwich meridian)                  
     
   Date        Time             Phase     Fraction                       Semi-
         (UT1)                  Angle    Illuminated    Parallax       diameter
             h  m   s             °                      '   "          '   "
2014 Jul 14 02:35:00.0          23.95       0.957       59 30.67       16 42.93
2014 Jul 14 02:40:00.0          23.99       0.957       59 18.64       16 43.17
2014 Jul 14 02:45:00.0          24.03       0.957       59 05.98       16 43.40
2014 Jul 14 02:50:00.0          24.07       0.957       58 52.72       16 43.63
2014 Jul 14 02:55:00.0          24.11       0.956       58 38.90       16 43.86
2014 Jul 14 03:00:00.0          24.15       0.956       58 24.53       16 44.08
2014 Jul 14 03:05:00.0          24.19       0.956       58 09.64       16 44.30
2014 Jul 14 03:10:00.0          24.23       0.956       57 54.27       16 44.51
2014 Jul 14 03:15:00.0          24.26       0.956       57 38.45       16 44.72
2014 Jul 14 03:20:00.0          24.30       0.956       57 22.19       16 44.93
2014 Jul 14 03:25:00.0          24.34       0.956       57 05.55       16 45.14
2014 Jul 14 03:30:00.0          24.38       0.955       56 48.54       16 45.34
2014 Jul 14 03:35:00.0          24.41       0.955       56 31.21       16 45.53
2014 Jul 14 03:40:00.0          24.45       0.955       56 13.58       16 45.73
2014 Jul 14 03:45:00.0          24.49       0.955       55 55.69       16 45.92
2014 Jul 14 03:50:00.0          24.52       0.955       55 37.59       16 46.10
2014 Jul 14 03:55:00.0          24.56       0.955       55 19.30       16 46.28
2014 Jul 14 04:00:00.0          24.59       0.955       55 00.86       16 46.46
2014 Jul 14 04:05:00.0          24.63       0.955       54 42.32       16 46.63
2014 Jul 14 04:10:00.0          24.67       0.954       54 23.70       16 46.79
2014 Jul 14 04:15:00.0          24.70       0.954       54 05.06       16 46.95
2014 Jul 14 04:20:00.0          24.74       0.954       53 46.43       16 47.11
2014 Jul 14 04:25:00.0          24.77       0.954       53 27.86       16 47.26
2014 Jul 14 04:30:00.0          24.81       0.954       53 09.38       16 47.41
2014 Jul 14 04:35:00.0          24.84       0.954       52 51.04       16 47.55
2014 Jul 14 04:40:00.0          24.88       0.954       52 32.88       16 47.69
2014 Jul 14 04:45:00.0          24.91       0.953       52 14.94       16 47.82
2014 Jul 14 04:50:00.0          24.94       0.953       51 57.27       16 47.95
2014 Jul 14 04:55:00.0          24.98       0.953       51 39.90       16 48.07
2014 Jul 14 05:00:00.0          25.01       0.953       51 22.89       16 48.18
2014 Jul 14 05:05:00.0          25.05       0.953       51 06.27       16 48.29
2014 Jul 14 05:10:00.0          25.08       0.953       50 50.08       16 48.40
2014 Jul 14 05:15:00.0          25.11       0.953       50 34.38       16 48.50
2014 Jul 14 05:20:00.0          25.15       0.953       50 19.19       16 48.59
2014 Jul 14 05:25:00.0          25.18       0.952       50 04.56       16 48.68
2014 Jul 14 05:30:00.0          25.22       0.952       49 50.53       16 48.76
2014 Jul 14 05:35:00.0          25.25       0.952       49 37.14       16 48.84
2014 Jul 14 05:40:00.0          25.28       0.952       49 24.42       16 48.91
2014 Jul 14 05:45:00.0          25.32       0.952       49 12.41       16 48.97
2014 Jul 14 05:50:00.0          25.35       0.952       49 01.15       16 49.03
2014 Jul 14 05:55:00.0          25.38       0.952       48 50.67       16 49.08
2014 Jul 14 06:00:00.0          25.42       0.952       48 40.99       16 49.13
2014 Jul 14 06:05:00.0          25.45       0.951       48 32.14       16 49.17
2014 Jul 14 06:10:00.0          25.48       0.951       48 24.16       16 49.20
2014 Jul 14 06:15:00.0          25.51       0.951       48 17.07       16 49.23
2014 Jul 14 06:20:00.0          25.55       0.951       48 10.88       16 49.26
2014 Jul 14 06:25:00.0          25.58       0.951       48 05.62       16 49.27
2014 Jul 14 06:30:00.0          25.61       0.951       48 01.30       16 49.28
2014 Jul 14 06:35:00.0          25.65       0.951       47 57.93       16 49.29
2014 Jul 14 06:40:00.0          25.68       0.951       47 55.53       16 49.29
2014 Jul 14 06:45:00.0          25.71       0.950       47 54.11       16 49.28
2014 Jul 14 06:50:00.0          25.75       0.950       47 53.66       16 49.26
2014 Jul 14 06:55:00.0          25.78       0.950       47 54.19       16 49.24
2014 Jul 14 07:00:00.0          25.81       0.950       47 55.69       16 49.22
2014 Jul 14 07:05:00.0          25.85       0.950       47 58.17       16 49.18
2014 Jul 14 07:10:00.0          25.88       0.950       48 01.60       16 49.15
2014 Jul 14 07:15:00.0          25.91       0.950       48 06.00       16 49.10
2014 Jul 14 07:20:00.0          25.95       0.950       48 11.32       16 49.05
2014 Jul 14 07:25:00.0          25.98       0.949       48 17.57       16 48.99
2014 Jul 14 07:30:00.0          26.01       0.949       48 24.73       16 48.93
2014 Jul 14 07:35:00.0          26.05       0.949       48 32.76       16 48.86
2014 Jul 14 07:40:00.0          26.08       0.949       48 41.65       16 48.79
2014 Jul 14 07:45:00.0          26.12       0.949       48 51.36       16 48.71
2014 Jul 14 07:50:00.0          26.15       0.949       49 01.88       16 48.62
2014 Jul 14 07:55:00.0          26.18       0.949       49 13.16       16 48.53
2014 Jul 14 08:00:00.0          26.22       0.949       49 25.18       16 48.43
2014 Jul 14 08:05:00.0          26.25       0.948       49 37.90       16 48.32
2014 Jul 14 08:10:00.0          26.29       0.948       49 51.29       16 48.21
2014 Jul 14 08:15:00.0          26.32       0.948       50 05.30       16 48.10
2014 Jul 14 08:20:00.0          26.36       0.948       50 19.90       16 47.98
2014 Jul 14 08:25:00.0          26.39       0.948       50 35.05       16 47.85
2014 Jul 14 08:30:00.0          26.43       0.948       50 50.71       16 47.72
2014 Jul 14 08:35:00.0          26.46       0.948       51 06.84       16 47.58
2014 Jul 14 08:40:00.0          26.50       0.947       51 23.39       16 47.43
2014 Jul 14 08:45:00.0          26.53       0.947       51 40.32       16 47.29
2014 Jul 14 08:50:00.0          26.57       0.947       51 57.60       16 47.13
2014 Jul 14 08:55:00.0          26.61       0.947       52 15.17       16 46.97
2014 Jul 14 09:00:00.0          26.64       0.947       52 33.00       16 46.81
2014 Jul 14 09:05:00.0          26.68       0.947       52 51.04       16 46.64
2014 Jul 14 09:10:00.0          26.72       0.947       53 09.25       16 46.46
2014 Jul 14 09:15:00.0          26.75       0.946       53 27.59       16 46.28
2014 Jul 14 09:20:00.0          26.79       0.946       53 46.02       16 46.10
2014 Jul 14 09:25:00.0          26.83       0.946       54 04.49       16 45.91
2014 Jul 14 09:30:00.0          26.86       0.946       54 22.96       16 45.71
2014 Jul 14 09:35:00.0          26.90       0.946       54 41.40       16 45.51
2014 Jul 14 09:40:00.0          26.94       0.946       54 59.76       16 45.31
2014 Jul 14 09:45:00.0          26.98       0.946       55 18.00       16 45.10
2014 Jul 14 09:50:00.0          27.02       0.945       55 36.09       16 44.89
2014 Jul 14 09:55:00.0          27.06       0.945       55 53.99       16 44.67
2014 Jul 14 10:00:00.0          27.09       0.945       56 11.67       16 44.45
2014 Jul 14 10:05:00.0          27.13       0.945       56 29.08       16 44.23
2014 Jul 14 10:10:00.0          27.17       0.945       56 46.19       16 44.00
2014 Jul 14 10:15:00.0          27.21       0.945       57 02.97       16 43.77
2014 Jul 14 10:20:00.0          27.25       0.944       57 19.38       16 43.53
2014 Jul 14 10:25:00.0          27.29       0.944       57 35.40       16 43.29
2014 Jul 14 10:30:00.0          27.33       0.944       57 50.98       16 43.05
2014 Jul 14 10:35:00.0          27.37       0.944       58 06.11       16 42.80
2014 Jul 14 10:40:00.0          27.42       0.944       58 20.75       16 42.55
2014 Jul 14 10:45:00.0          27.46       0.944       58 34.88       16 42.29
2014 Jul 14 10:50:00.0          27.50       0.944       58 48.46       16 42.04
2014 Jul 14 10:55:00.0          27.54       0.943       59 01.47       16 41.78
2014 Jul 14 11:00:00.0          27.58       0.943       59 13.89       16 41.51
2014 Jul 14 11:05:00.0          27.63       0.943       59 25.68       16 41.25
2014 Jul 14 11:10:00.0          27.67       0.943       59 36.84       16 40.98
2014 Jul 14 11:15:00.0          27.71       0.943       59 47.33       16 40.71
2014 Jul 14 11:20:00.0          27.75       0.942       59 57.13       16 40.44
2014 Jul 14 11:25:00.0          27.80       0.942       60 06.23       16 40.16
2014 Jul 14 11:30:00.0          27.84       0.942       60 14.60       16 39.88
2014 Jul 14 11:35:00.0          27.89       0.942       60 22.23       16 39.60
2014 Jul 14 11:40:00.0          27.93       0.942       60 29.09       16 39.32
2014 Jul 14 11:45:00.0          27.98       0.942       60 35.18       16 39.04
2014 Jul 14 11:50:00.0          28.02       0.941       60 40.47       16 38.75
2014 Jul 14 11:55:00.0          28.07       0.941       60 44.95       16 38.47
2014 Jul 14 12:00:00.0          28.11       0.941       60 48.62       16 38.18
2014 Jul 14 12:05:00.0          28.16       0.941       60 51.44       16 37.89
2014 Jul 14 12:10:00.0          28.20       0.941       60 53.43       16 37.60
2014 Jul 14 12:15:00.0          28.25       0.940       60 54.55       16 37.31
2014 Jul 14 12:20:00.0          28.30       0.940       60 54.81       16 37.01
2014 Jul 14 12:25:00.0          28.35       0.940       60 54.19       16 36.72
2014 Jul 14 12:30:00.0          28.39       0.940       60 52.69       16 36.43
2014 Jul 14 12:35:00.0          28.44       0.940       60 50.29       16 36.13
2014 Jul 14 12:40:00.0          28.49       0.939       60 47.00       16 35.83
2014 Jul 14 12:45:00.0          28.54       0.939       60 42.81       16 35.54
2014 Jul 14 12:50:00.0          28.59       0.939       60 37.71       16 35.24
2014 Jul 14 12:55:00.0          28.64       0.939       60 31.70       16 34.95
2014 Jul 14 13:00:00.0          28.68       0.939       60 24.78       16 34.65
2014 Jul 14 13:05:00.0          28.73       0.938       60 16.94       16 34.35
2014 Jul 14 13:10:00.0          28.78       0.938       60 08.19       16 34.06
2014 Jul 14 13:15:00.0          28.83       0.938       59 58.52       16 33.76
2014 Jul 14 13:20:00.0          28.89       0.938       59 47.94       16 33.47
2014 Jul 14 13:25:00.0          28.94       0.938       59 36.45       16 33.17
2014 Jul 14 13:30:00.0          28.99       0.937       59 24.05       16 32.88
2014 Jul 14 13:35:00.0          29.04       0.937       59 10.74       16 32.59
2014 Jul 14 13:40:00.0          29.09       0.937       58 56.53       16 32.30
2014 Jul 14 13:45:00.0          29.14       0.937       58 41.42       16 32.01
2014 Jul 14 13:50:00.0          29.20       0.936       58 25.43       16 31.72
2014 Jul 14 13:55:00.0          29.25       0.936       58 08.55       16 31.43
2014 Jul 14 14:00:00.0          29.30       0.936       57 50.80       16 31.14
2014 Jul 14 14:05:00.0          29.35       0.936       57 32.19       16 30.86
2014 Jul 14 14:10:00.0          29.41       0.936       57 12.72       16 30.58
2014 Jul 14 14:15:00.0          29.46       0.935       56 52.41       16 30.29
2014 Jul 14 14:20:00.0          29.52       0.935       56 31.27       16 30.01
2014 Jul 14 14:25:00.0          29.57       0.935       56 09.31       16 29.74
2014 Jul 14 14:30:00.0          29.62       0.935       55 46.54       16 29.46
2014 Jul 14 14:35:00.0          29.68       0.934       55 22.99       16 29.19
2014 Jul 14 14:40:00.0          29.73       0.934       54 58.66       16 28.92
2014 Jul 14 14:45:00.0          29.79       0.934       54 33.58       16 28.65
2014 Jul 14 14:50:00.0          29.85       0.934       54 07.76       16 28.38
2014 Jul 14 14:55:00.0          29.90       0.933       53 41.22       16 28.12
2014 Jul 14 15:00:00.0          29.96       0.933       53 13.98       16 27.86
2014 Jul 14 15:05:00.0          30.01       0.933       52 46.07       16 27.60
2014 Jul 14 15:10:00.0          30.07       0.933       52 17.50       16 27.35
2014 Jul 14 15:15:00.0          30.13       0.932       51 48.30       16 27.10
2014 Jul 14 15:20:00.0          30.19       0.932       51 18.49       16 26.85
2014 Jul 14 15:25:00.0          30.24       0.932       50 48.11       16 26.61
2014 Jul 14 15:30:00.0          30.30       0.932       50 17.17       16 26.36
2014 Jul 14 15:35:00.0          30.36       0.931       49 45.71       16 26.13
2014 Jul 14 15:40:00.0          30.42       0.931       49 13.76       16 25.89
2014 Jul 14 15:45:00.0          30.47       0.931       48 41.34       16 25.66
2014 Jul 14 15:50:00.0          30.53       0.931       48 08.50       16 25.43
2014 Jul 14 15:55:00.0          30.59       0.930       47 35.27       16 25.21
2014 Jul 14 16:00:00.0          30.65       0.930       47 01.68       16 24.99
2014 Jul 14 16:05:00.0          30.71       0.930       46 27.77       16 24.77
2014 Jul 14 16:10:00.0          30.77       0.930       45 53.59       16 24.56
2014 Jul 14 16:15:00.0          30.83       0.929       45 19.16       16 24.35
2014 Jul 14 16:20:00.0          30.89       0.929       44 44.55       16 24.15
2014 Jul 14 16:25:00.0          30.95       0.929       44 09.79       16 23.95
2014 Jul 14 16:30:00.0          31.01       0.929       43 34.92       16 23.76
2014 Jul 14 16:35:00.0          31.07       0.928       43 00.01       16 23.57
2014 Jul 14 16:40:00.0          31.13       0.928       42 25.09       16 23.38
2014 Jul 14 16:45:00.0          31.19       0.928       41 50.23       16 23.20
2014 Jul 14 16:50:00.0          31.25       0.927       41 15.49       16 23.02
2014 Jul 14 16:55:00.0          31.31       0.927       40 40.91       16 22.85
2014 Jul 14 17:00:00.0          31.37       0.927       40 06.56       16 22.68
2014 Jul 14 17:05:00.0          31.43       0.927       39 32.51       16 22.52
2014 Jul 14 17:10:00.0          31.49       0.926       38 58.81       16 22.36
2014 Jul 14 17:15:00.0          31.55       0.926       38 25.55       16 22.21
2014 Jul 14 17:20:00.0          31.62       0.926       37 52.78       16 22.06
2014 Jul 14 17:25:00.0          31.68       0.926       37 20.58       16 21.92
2014 Jul 14 17:30:00.0          31.74       0.925       36 49.03       16 21.78
2014 Jul 14 17:35:00.0          31.80       0.925       36 18.20       16 21.65
2014 Jul 14 17:40:00.0          31.86       0.925       35 48.18       16 21.52
2014 Jul 14 17:45:00.0          31.92       0.924       35 19.04       16 21.40
