                                   Moon                                   
     
                      Apparent Topocentric Positions                      
                        Local Zenith and True North                       
     
                         Cherry Springs State Park                        
              Location:  W 77°48'45.0", N41°39'52.6",   710m              
                (Longitude referred to Greenwich meridian)                
     
   Date        Time          Zenith          Azimuth         Distance
        (UT1)               Distance        (E of N)        to Object
             h  m   s         °               °                 km
2014 Jul 04 12:25:00.0     132.84140        43.05432        403030.834
2014 Jul 04 12:30:00.0     132.23278        44.45707        402966.478
2014 Jul 04 12:35:00.0     131.60845        45.83376        402900.303
2014 Jul 04 12:40:00.0     130.96905        47.18483        402832.331
2014 Jul 04 12:45:00.0     130.31522        48.51079        402762.586
2014 Jul 04 12:50:00.0     129.64758        49.81216        402691.095
2014 Jul 04 12:55:00.0     128.96670        51.08955        402617.881
2014 Jul 04 13:00:00.0     128.27317        52.34354        402542.972
2014 Jul 04 13:05:00.0     127.56755        53.57478        402466.395
2014 Jul 04 13:10:00.0     126.85037        54.78391        402388.177
2014 Jul 04 13:15:00.0     126.12216        55.97159        402308.348
2014 Jul 04 13:20:00.0     125.38341        57.13849        402226.935
2014 Jul 04 13:25:00.0     124.63461        58.28529        402143.970
2014 Jul 04 13:30:00.0     123.87622        59.41267        402059.484
2014 Jul 04 13:35:00.0     123.10869        60.52131        401973.506
2014 Jul 04 13:40:00.0     122.33246        61.61190        401886.070
2014 Jul 04 13:45:00.0     121.54795        62.68510        401797.209
2014 Jul 04 13:50:00.0     120.75554        63.74158        401706.954
2014 Jul 04 13:55:00.0     119.95564        64.78200        401615.341
2014 Jul 04 14:00:00.0     119.14860        65.80702        401522.404
2014 Jul 04 14:05:00.0     118.33479        66.81729        401428.177
2014 Jul 04 14:10:00.0     117.51455        67.81342        401332.697
2014 Jul 04 14:15:00.0     116.68822        68.79605        401236.001
2014 Jul 04 14:20:00.0     115.85612        69.76579        401138.124
2014 Jul 04 14:25:00.0     115.01854        70.72324        401039.104
2014 Jul 04 14:30:00.0     114.17581        71.66899        400938.979
2014 Jul 04 14:35:00.0     113.32819        72.60361        400837.787
2014 Jul 04 14:40:00.0     112.47597        73.52767        400735.568
2014 Jul 04 14:45:00.0     111.61942        74.44172        400632.360
2014 Jul 04 14:50:00.0     110.75881        75.34631        400528.203
2014 Jul 04 14:55:00.0     109.89437        76.24197        400423.138
2014 Jul 04 15:00:00.0     109.02637        77.12922        400317.206
2014 Jul 04 15:05:00.0     108.15504        78.00857        400210.446
2014 Jul 04 15:10:00.0     107.28061        78.88053        400102.902
2014 Jul 04 15:15:00.0     106.40331        79.74557        399994.614
2014 Jul 04 15:20:00.0     105.52336        80.60420        399885.624
2014 Jul 04 15:25:00.0     104.64098        81.45688        399775.976
2014 Jul 04 15:30:00.0     103.75637        82.30407        399665.712
2014 Jul 04 15:35:00.0     102.86975        83.14624        399554.875
2014 Jul 04 15:40:00.0     101.98132        83.98383        399443.509
2014 Jul 04 15:45:00.0     101.09128        84.81730        399331.657
2014 Jul 04 15:50:00.0     100.19982        85.64707        399219.362
2014 Jul 04 15:55:00.0      99.30714        86.47359        399106.671
2014 Jul 04 16:00:00.0      98.41344        87.29727        398993.625
2014 Jul 04 16:05:00.0      97.51889        88.11855        398880.271
2014 Jul 04 16:10:00.0      96.62370        88.93783        398766.652
2014 Jul 04 16:15:00.0      95.72804        89.75554        398652.814
2014 Jul 04 16:20:00.0      94.83211        90.57208        398538.801
2014 Jul 04 16:25:00.0      93.93608        91.38787        398424.658
2014 Jul 04 16:30:00.0      93.04015        92.20330        398310.431
2014 Jul 04 16:35:00.0      92.14450        93.01879        398196.165
2014 Jul 04 16:40:00.0      91.24932        93.83474        398081.905
2014 Jul 04 16:45:00.0      90.35479        94.65154        397967.696
2014 Jul 04 16:50:00.0      89.46109        95.46961        397853.583
2014 Jul 04 16:55:00.0      88.56843        96.28934        397739.613
2014 Jul 04 17:00:00.0      87.67699        97.11114        397625.829
2014 Jul 04 17:05:00.0      86.78696        97.93540        397512.277
2014 Jul 04 17:10:00.0      85.89854        98.76254        397399.002
2014 Jul 04 17:15:00.0      85.01192        99.59295        397286.050
2014 Jul 04 17:20:00.0      84.12731       100.42706        397173.464
2014 Jul 04 17:25:00.0      83.24491       101.26526        397061.290
2014 Jul 04 17:30:00.0      82.36493       102.10797        396949.572
2014 Jul 04 17:35:00.0      81.48759       102.95561        396838.355
2014 Jul 04 17:40:00.0      80.61309       103.80860        396727.682
2014 Jul 04 17:45:00.0      79.74166       104.66736        396617.599
2014 Jul 04 17:50:00.0      78.87352       105.53232        396508.147
2014 Jul 04 17:55:00.0      78.00892       106.40391        396399.371
2014 Jul 04 18:00:00.0      77.14807       107.28257        396291.315
2014 Jul 04 18:05:00.0      76.29124       108.16874        396184.020
2014 Jul 04 18:10:00.0      75.43867       109.06286        396077.529
2014 Jul 04 18:15:00.0      74.59061       109.96539        395971.885
2014 Jul 04 18:20:00.0      73.74734       110.87678        395867.130
2014 Jul 04 18:25:00.0      72.90912       111.79749        395763.304
2014 Jul 04 18:30:00.0      72.07624       112.72798        395660.449
2014 Jul 04 18:35:00.0      71.24898       113.66874        395558.605
2014 Jul 04 18:40:00.0      70.42764       114.62023        395457.813
2014 Jul 04 18:45:00.0      69.61254       115.58292        395358.112
2014 Jul 04 18:50:00.0      68.80398       116.55731        395259.542
2014 Jul 04 18:55:00.0      68.00230       117.54388        395162.141
2014 Jul 04 19:00:00.0      67.20784       118.54311        395065.948
2014 Jul 04 19:05:00.0      66.42094       119.55550        394971.000
2014 Jul 04 19:10:00.0      65.64196       120.58154        394877.334
2014 Jul 04 19:15:00.0      64.87128       121.62171        394784.987
2014 Jul 04 19:20:00.0      64.10927       122.67651        394693.995
2014 Jul 04 19:25:00.0      63.35634       123.74643        394604.393
2014 Jul 04 19:30:00.0      62.61290       124.83195        394516.216
2014 Jul 04 19:35:00.0      61.87936       125.93354        394429.498
2014 Jul 04 19:40:00.0      61.15616       127.05168        394344.272
2014 Jul 04 19:45:00.0      60.44374       128.18682        394260.571
2014 Jul 04 19:50:00.0      59.74257       129.33941        394178.428
2014 Jul 04 19:55:00.0      59.05312       130.50990        394097.873
2014 Jul 04 20:00:00.0      58.37587       131.69868        394018.937
2014 Jul 04 20:05:00.0      57.71132       132.90616        393941.651
2014 Jul 04 20:10:00.0      57.05998       134.13270        393866.042
2014 Jul 04 20:15:00.0      56.42239       135.37866        393792.141
2014 Jul 04 20:20:00.0      55.79906       136.64433        393719.973
2014 Jul 04 20:25:00.0      55.19054       137.92999        393649.567
2014 Jul 04 20:30:00.0      54.59740       139.23588        393580.947
2014 Jul 04 20:35:00.0      54.02020       140.56219        393514.139
2014 Jul 04 20:40:00.0      53.45950       141.90905        393449.168
2014 Jul 04 20:45:00.0      52.91589       143.27656        393386.057
2014 Jul 04 20:50:00.0      52.38996       144.66474        393324.828
2014 Jul 04 20:55:00.0      51.88228       146.07355        393265.504
2014 Jul 04 21:00:00.0      51.39346       147.50290        393208.105
2014 Jul 04 21:05:00.0      50.92408       148.95261        393152.651
2014 Jul 04 21:10:00.0      50.47473       150.42241        393099.161
2014 Jul 04 21:15:00.0      50.04599       151.91198        393047.654
2014 Jul 04 21:20:00.0      49.63845       153.42089        392998.146
2014 Jul 04 21:25:00.0      49.25265       154.94863        392950.654
2014 Jul 04 21:30:00.0      48.88916       156.49461        392905.194
2014 Jul 04 21:35:00.0      48.54852       158.05814        392861.779
2014 Jul 04 21:40:00.0      48.23124       159.63842        392820.423
2014 Jul 04 21:45:00.0      47.93781       161.23458        392781.140
2014 Jul 04 21:50:00.0      47.66871       162.84565        392743.939
2014 Jul 04 21:55:00.0      47.42437       164.47057        392708.833
2014 Jul 04 22:00:00.0      47.20521       166.10819        392675.830
2014 Jul 04 22:05:00.0      47.01161       167.75730        392644.939
2014 Jul 04 22:10:00.0      46.84389       169.41658        392616.168
2014 Jul 04 22:15:00.0      46.70236       171.08466        392589.523
2014 Jul 04 22:20:00.0      46.58727       172.76011        392565.010
2014 Jul 04 22:25:00.0      46.49883       174.44145        392542.635
2014 Jul 04 22:30:00.0      46.43721       176.12714        392522.399
2014 Jul 04 22:35:00.0      46.40251       177.81563        392504.307
2014 Jul 04 22:40:00.0      46.39482       179.50533        392488.359
2014 Jul 04 22:45:00.0      46.41415       181.19466        392474.557
2014 Jul 04 22:50:00.0      46.46047       182.88203        392462.899
2014 Jul 04 22:55:00.0      46.53369       184.56585        392453.385
2014 Jul 04 23:00:00.0      46.63370       186.24458        392446.013
2014 Jul 04 23:05:00.0      46.76031       187.91671        392440.779
2014 Jul 04 23:10:00.0      46.91330       189.58076        392437.678
2014 Jul 04 23:15:00.0      47.09241       191.23533        392436.705
2014 Jul 04 23:20:00.0      47.29733       192.87905        392437.854
2014 Jul 04 23:25:00.0      47.52772       194.51066        392441.118
2014 Jul 04 23:30:00.0      47.78319       196.12895        392446.488
2014 Jul 04 23:35:00.0      48.06333       197.73281        392453.955
2014 Jul 04 23:40:00.0      48.36769       199.32120        392463.509
2014 Jul 04 23:45:00.0      48.69579       200.89319        392475.138
2014 Jul 04 23:50:00.0      49.04714       202.44793        392488.830
2014 Jul 04 23:55:00.0      49.42121       203.98467        392504.573
2014 Jul 05 00:00:00.0      49.81747       205.50274        392522.351
2014 Jul 05 00:05:00.0      50.23537       207.00157        392542.150
2014 Jul 05 00:10:00.0      50.67434       208.48068        392563.953
2014 Jul 05 00:15:00.0      51.13380       209.93969        392587.745
2014 Jul 05 00:20:00.0      51.61318       211.37828        392613.506
2014 Jul 05 00:25:00.0      52.11188       212.79621        392641.219
2014 Jul 05 00:30:00.0      52.62933       214.19335        392670.863
2014 Jul 05 00:35:00.0      53.16494       215.56960        392702.418
2014 Jul 05 00:40:00.0      53.71812       216.92495        392735.862
2014 Jul 05 00:45:00.0      54.28829       218.25945        392771.174
2014 Jul 05 00:50:00.0      54.87488       219.57319        392808.329
2014 Jul 05 00:55:00.0      55.47733       220.86635        392847.304
2014 Jul 05 01:00:00.0      56.09507       222.13910        392888.075
2014 Jul 05 01:05:00.0      56.72756       223.39172        392930.614
2014 Jul 05 01:10:00.0      57.37426       224.62447        392974.897
2014 Jul 05 01:15:00.0      58.03465       225.83767        393020.895
2014 Jul 05 01:20:00.0      58.70820       227.03168        393068.580
2014 Jul 05 01:25:00.0      59.39442       228.20688        393117.924
2014 Jul 05 01:30:00.0      60.09281       229.36365        393168.897
2014 Jul 05 01:35:00.0      60.80291       230.50242        393221.469
2014 Jul 05 01:40:00.0      61.52423       231.62362        393275.608
2014 Jul 05 01:45:00.0      62.25634       232.72770        393331.283
2014 Jul 05 01:50:00.0      62.99880       233.81511        393388.461
2014 Jul 05 01:55:00.0      63.75117       234.88634        393447.110
2014 Jul 05 02:00:00.0      64.51306       235.94185        393507.194
2014 Jul 05 02:05:00.0      65.28405       236.98212        393568.681
2014 Jul 05 02:10:00.0      66.06376       238.00764        393631.534
2014 Jul 05 02:15:00.0      66.85181       239.01889        393695.718
2014 Jul 05 02:20:00.0      67.64785       240.01636        393761.198
2014 Jul 05 02:25:00.0      68.45152       241.00053        393827.935
2014 Jul 05 02:30:00.0      69.26249       241.97189        393895.893
2014 Jul 05 02:35:00.0      70.08041       242.93092        393965.033
2014 Jul 05 02:40:00.0      70.90498       243.87810        394035.317
2014 Jul 05 02:45:00.0      71.73589       244.81391        394106.707
2014 Jul 05 02:50:00.0      72.57283       245.73881        394179.162
2014 Jul 05 02:55:00.0      73.41551       246.65327        394252.643
2014 Jul 05 03:00:00.0      74.26367       247.55776        394327.110
2014 Jul 05 03:05:00.0      75.11702       248.45273        394402.521
2014 Jul 05 03:10:00.0      75.97530       249.33864        394478.835
2014 Jul 05 03:15:00.0      76.83825       250.21592        394556.012
2014 Jul 05 03:20:00.0      77.70564       251.08504        394634.008
2014 Jul 05 03:25:00.0      78.57721       251.94641        394712.782
2014 Jul 05 03:30:00.0      79.45274       252.80047        394792.291
2014 Jul 05 03:35:00.0      80.33199       253.64766        394872.492
2014 Jul 05 03:40:00.0      81.21474       254.48839        394953.342
2014 Jul 05 03:45:00.0      82.10078       255.32308        395034.797
2014 Jul 05 03:50:00.0      82.98990       256.15215        395116.814
2014 Jul 05 03:55:00.0      83.88189       256.97601        395199.349
2014 Jul 05 04:00:00.0      84.77654       257.79506        395282.357
2014 Jul 05 04:05:00.0      85.67367       258.60971        395365.795
2014 Jul 05 04:10:00.0      86.57307       259.42037        395449.618
2014 Jul 05 04:15:00.0      87.47457       260.22742        395533.780
2014 Jul 05 04:20:00.0      88.37796       261.03128        395618.239
2014 Jul 05 04:25:00.0      89.28308       261.83232        395702.947
